"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
"RajivMakhni","CellGuru","GadgetGuru","Tech","CMF","Phone1","Nothing","Android","Smartphone","SmartphoneCustomization","Modular",,,,,,,,,,"Video","22476","2024-07-08T09:40:41.000Z","World first review CMF Phone 1; Rs 15,999

You can replace this phone’s back cover and add accessories to it yourself!

It’s the most modular and customisable phone ever. 

Share this with that friend who always buys new phone covers.

CMF by Nothing has just launched their first phone, the CMF Phone 1.

It has great features and value-for-money specs. 

Plus, it has something no other phone currently does: a removable back cover that you can change yourself.

It even comes with great accessories that you can add to the back of the phone. It’s perfect for customization and repair!

Watch the full reel to find out how.

Do you think more phones should become modular?
Should they have added a replace battery-on your own feature also? 

Tell me in the comments and follow me,  Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Tech #CMF #Phone1 #Nothing #Android #Smartphone #SmartphoneCustomization #Modular",,
"RajivMakhni","CellGuru","GadgetGuru","Tech","GalaxyAI","GalaxyZFold6","SamsungUnpacked","Samsung","Collab",,,,,,,,,,,,"Video","11378","2024-07-15T15:14:58.000Z","Here’s Why I switched to Galaxy Z Fold 6

Your phone can’t do this!

Share this with anyone looking to buy a folding phone that does a lot more.

The latest foldable device from Samsung is here, the Galaxy Z Fold 6 and apart from being an incredible folding phone there is a lot more this time.

I’m telling you 5 Incredible things that the Z Fold 6 can do that your phone can’t!

This phone utilizes AI on a whole new level! Watch the full reel to see all 5 demonstrations.

What’s your favorite feature?

Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Tech #GalaxyAI #GalaxyZFold6 #SamsungUnpacked #Samsung #Collab",,
"rajivmakhni","cellguru","gadgetguru","allTechnoBS","tech","technology","technews","apple","Airtags","samsungfold","microsoft","android","jio",,,,,,,,"Sidecar","3646","2024-07-11T12:05:16.000Z","Read more in the caption below! 🤯⬇️

1️⃣ Microsoft China Bans Android Devices: 
Microsoft has instructed its employees in China and Hong Kong to switch from Android smartphones to iPhones by September 2024. Microsoft’s decision is due to the unavailability of Google Play Store in mainland China and aims to ensure access to essential Microsoft apps via Apple’s iOS App Store. Are you surprised that the Apple App Store is available in China but not Google Play Store? 😳

2️⃣ JioTag Air, alternative to Apple AirTag launches at ₹1,499: 
That’s half the price of the Apple AirTag. Reliance has introduced the JioTag Air, priced at ₹1,499, as an affordable alternative to Apple’s AirTag, which costs ₹2,999. Compatible with both Android and iOS devices, JioTag Air integrates with Apple’s Find My network and JioThings app. It’s designed for tracking items like keys, wallets, and pets, offering features such as a 12-month battery life and loud sound alerts. Available in vibrant Red, Blue, and Gray colours. Could this destroy the market for Apple AirTags? 🤔

3️⃣ Samsung Phone Breaks Rs. 2 Lakh Price Barrier! 
The new Galaxy Z Fold 6 just became the most expensive smartphone in India with a price of Rs. 2,00,999, beating the iPhone 15 Pro Max 1TB at Rs. 1,99,000. This beast packs 1TB storage, 12GB RAM, and 20+ AI features like drawing assets, homework solving, and a language interpreter. Do you think the Galaxy Z Fold 6 will start a new era of phone prices? Will there be a 3 lakh+ phone soon? 🧐

What are your thoughts on all this breaking tech news? Comment below!

And come back tomorrow for more. 

This is the place to get the biggest tech news updates and analysis as it happens!

Follow me, Rajiv Makhni, for all Tech News, no BS!

#rajivmakhni #cellguru #gadgetguru #allTechnoBS #tech #technology #technews #apple #Airtags #samsungfold #microsoft #android #jio",,
"RajivMakhni","CellGuru","GadgetGuru","Amazon","Tech","Technology","Ad","AmazonPrimeDay","AmazonPrime","TechBag","JoinPrimeNow","TechAdvice","DiscoverJoy",,,,,,,,"Video","4665","2024-07-17T15:03:47.000Z","Best Amazon Prime Day deals on Gadgets I use!

Prime Day 20th -21st July.

Find out what Tech I use every day! 

Share this with anyone who’s looking for tech buying advice! 

The one question I’m asked the most is “What’s in your daily use Tech Bag?” 

So today I’m answering that and showing you what is inside my Tech Bag today. Many of the devices are those that I am reviewing. I’ll even give you some great alternatives to what I’m using so you, too, can get the best possible product and device that is right for you on this Amazon Prime Day!

Which one’s your favourite pick? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Amazon #Tech #Technology #Ad #AmazonPrimeDay #AmazonPrime #TechBag #JoinPrimeNow #TechAdvice #DiscoverJoy",,
"RajivMakhni","CellGuru","GadgetGuru","Motorola","MotoG","CMF","Nothing","Value","Tech","Technology","Smartphone",,,,,,,,,,"Video","47118","2024-07-13T04:29:06.000Z","Best phone under 17k: Motorola G85 VS CMF 1

Share this with anyone looking to buy the CMF Phone 1 OR the Motorola G85! 

Two incredibly strong contenders for the position of “Value flagship King” have been launched this month. 

The CMF Phone 1 by Nothing and the Motorola G85.

Both boast of incredibly aggressive pricing, amazing features and eye catching design. 

But only 1 can be worthy of your hard earned money. 

Which one is it? Watch the full reel to find out who wins this edition of “SHOOTOUT”! 

Is there any other device that comes even remotely close to the value of these two? 

Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Motorola #MotoG #CMF #Nothing #Value #Tech #Technology #Smartphone",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Bose","TWS","OpenEarBuds","FuturisticTech",,,,,,,,,,,,,"Video","30143","2024-07-14T04:30:38.000Z","Clip on ‘never lose’ earbuds with amazing sound.

The most futuristic buds ever!? 

Share this with that audiophile friend! 

These are the Bose Ultra Open Earbuds and they don’t go inside your ears! 

They simply clip on to your earlobes, reducing the risk of ear infections and the chance that they will ever come lose or drop out. 

But, does it mean there is a compromise on sound quality? 
Are they still good quality TWS? 

Watch the full reel to find out. 

Put your questions down in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Bose #TWS #OpenEarBuds #FuturisticTech",,
"rajivmakhni","cellguru","gadgetguru","tech","technology","technews","apple","airpods","ola",,,,,,,,,,,,"Sidecar","1865","2024-07-12T13:21:31.000Z","Details Below! 🤯⬇️

1️⃣ AirPods to Have Built-In Cameras: 
@apple is working on new AirPods with cameras built into them. These AirPods will use infrared cameras for better sound and air gesture controls plus many other features. Do you think cameras are even needed in AirPods? 🤔

2️⃣ First Robot Suicide Committed: In Gumi City, South Korea, a robot called “Robot Supervisor” hurled itself down a stairwell, committing suicide citing too much workload and stress. This incident is raising questions about the ethics of using AI in workplaces and stress on robots. Quite a ridiculous situation if Robots also think they are overworked. 🤕

3️⃣ Ola Saves 100 Crores By Ditching Google Maps: 
@olacabs has moved away from Google Maps to its own navigation platform. The new Ola Maps will feature street view, NeRFs, indoor images, 3D maps, and drone maps. APIs for Ola Maps will also be available on their AI cloud platform, Krutrim. Will @uber follow Ola’s steps too? Could Google Maps get into trouble if other major companies switch too?🤨

What are your thoughts on all this breaking tech news? Comment below!

And come back tomorrow for more. 

This is the place to get the biggest tech news updates and analysis as it happens!

Follow me, Rajiv Makhni, for all Tech News, no BS!

#rajivmakhni #cellguru #gadgetguru #tech #technology #technews #apple #airpods #ola",,
"RajivMakhni","CellGuru","GadgetGuru","Oneplus","Nord",,,,,,,,,,,,,,,,"Video","21563","2024-07-16T13:57:21.000Z","World First Review: OnePlus Nord 4 😍

This phone just got launched in Milan, Italy. 🇮🇹 

And it has some serious flagship features at Rs 29,999!

Share this with your friend who is looking to buy a feature-packed all-rounder smartphone!

This device boasts every feature you could ask for, including a premium metal design, a beautiful 6.74-inch ProXDR display, a flagship-grade Snapdragon 7+ Gen 3 processor, 50-MP Sony LYTIA cameras, a 5500mAh battery, and 100W SuperVOOC charging, all at an incredible price of under Rs 30,000! 

Does this phone live up to the hype of the very popular Nord series? Watch the reel to find out!

Do you think these features give this device the title of a true “FLAGSHIP KILLER”? 

Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Oneplus #Nord",,
"RajivMakhni","CellGuru","GadgetGuru","Samsung","SamsungUnpacked","GalaxyAI","ZFold6","ZFlip6","Smartphones","Technology",,,,,,,,,,,"Video","11906","2024-07-10T13:15:42.000Z","Galaxy Z Flip 6 & Fold 6: 21 New AI Features🤩

World first hands on: Samsung Galaxy Z Fold 6, Flip 6, TWS and Smartwatches.

Share this with anyone looking to buy the best foldable phones on the planet! 

Samsung has just launched its latest new folding phones - Galaxy Z Flip 6 and Galaxy Z Fold 6, 2 new TWS and 2 new smart watches! 

Both foldable phones boast of an excellent design, extreme thin-ness and cameras that will put DSLRs to shame. 

But the biggest upgrade has been made to the Galaxy AI with 21 brand new features! 

What are they? How do they work? What other new things have been added to these devices? Watch the full reel to find out.

Are these the best folding phones of the year? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Samsung #SamsungUnpacked #GalaxyAI #ZFold6 #ZFlip6 #Smartphones #Technology",,
"RajivMakhni","GadgetGuru","CellGuru","Scam","Powerbank","Android","iOS","Charging","Fraud","Awareness","Tech","Technology",,,,,,,,,"Video","7188","2024-07-12T04:26:13.000Z","Mud inside your Powerbank! 😱

Cheap powerbanks can cost you a lot more than just money! 

Share this with everyone so that they don’t fall for this scam. 

The scam is being run by hawkers on trains, buses, and traffic lights. 

In a shocking video uploaded by a person, he bought a ₹300 heavy weight power bank at a train station - only to find out that it was filled with mud. 

In our research, we found this to be happening all over the country. 

Why is it happening? How are people falling for this? How do you not fall for this? Watch the full reel to know all about it. 

What do you think of this scam? Do you know someone who’s fallen for it? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Scam #Powerbank #Android #iOS #Charging #Fraud #Awareness #Tech #Technology",,
"RajivMakhni","CellGuru","GadgetGuru","Motorola","MotorolaG85","MotoG85","AllEyesonYou",,,,,,,,,,,,,,"Video","27681","2024-07-10T06:34:42.000Z","Vegan leather 12GB RAM, Sony LYT 600, pOLED curved screen Rs 16,999. 😯

Is this the value flagship king? 

Share this with anyone looking to buy the best phone with a ₹20,000 budget! 

This is the Motorola G85 5G, the latest entrant in their iconic Moto G series. 

It boasts of some incredible features like Pantone recommended colours with vegan leather finish, India’s first phone with a 10-bit 3D Curved pOLED display in the ‘under 20k’ segment and a Snapdragon processor with upto of 12GB RAM. 

This phone has incredible features, but are they enough to make it the best of the best under 20K? Watch the full reel to find out. 

Can you think of any other brand giving such features at such price? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru 
#Motorola #MotorolaG85 #MotoG85 #AllEyesonYou",,
"RajivMakhni","CellGuru","GadgetGuru","MustBeAMonster","GalaxyM35","Samsung",,,,,,,,,,,,,,,"Video","17126","2024-07-17T09:40:03.000Z","World First Review: Samsung Galaxy M35

Samsung just launched the latest Galaxy M35, and it packs some amazing features for just Rs 15,999!

Share this with your friend who is looking to buy a true all-rounder budget smartphone.

The Samsung Galaxy M35 comes with features including a beautiful 120Hz Super AMOLED display, Gorilla Glass Victus+ protection, a huge 6000mAh battery, smooth gaming performance, no-shake cameras, 5 years of software updates, and a ton of AI features baked in, all at an amazing price of Rs 15,999!

Watch through the reel to find out whether this device truly delivers or not.

Do you think this smartphone is the new MONSTER King smartphone?

Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS.

#RajivMakhni #CellGuru #GadgetGuru #MustBeAMonster #GalaxyM35 #Samsung",,
"RajivMakhni","GadgetGuru","CellGuru","AirPurifier","Plant","PlantAirPurifier",,,,,,,,,,,,,,,"Video","9828","2024-07-05T12:30:30.000Z","1 Plant Purifies More Air Than 20 Plants! 🪴🤔

Share this with your friends and family to save them from polluted air and expensive HEPA filter airpurifiers. 

This is the uBreathe Mini Lite, an air purifier that uses real plants to purify the air. 

Not just the natural leaf and plant purification; there is serious tech inside it. Powered by their patented breathing roots technology and 5-layer filtration process, this device claims to be an ideal combination of nature and technology. 

But does it really work? We tested it with an AQI machine. Watch the video to find out the startling results.

Do you think this technology could be an alternative to typical Air Purifiers? Let me know in the comments 

And follow me, Rajiv Makhni. For all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #AirPurifier #Plant #PlantAirPurifier",,
"RajivMakhni","GadgetGuru","Cellguru","AstonMartin","JamesBond","007","cars","automobiles","tech","technology","vehicles",,,,,,,,,,"Video","31656","2024-06-30T04:27:13.000Z","I Drove James Bond’s Car. Before he did 🤩👀

Aston Martin DB12 : The sound of 6.5 Crore

This is the world’s first super tourer. 

Share this with that friend who’s a massive James Bond fan. 

I drove a car worth Rs. 6.5 crore! This is the brand new Aston Martin DB12 and it may be used in the next 007 film, so I’m telling you 7 incredible things about it! 

This car has a tire that no other car in the world has, an engine that goes to 325kmph, a 0-100 time of just 3.6 seconds, and despite all of that, it is a 4 seater! 

Watch the full reel to know all about this supercar!

Do you have any questions? Put them in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #Cellguru #AstonMartin #JamesBond #007 #cars #automobiles #tech #technology #vehicles",,
"RajivMakhni","GadgetGuru","CellGuru","Casio","GShock","Smartwatch",,,,,,,,,,,,,,,"Video","179733","2024-07-03T12:55:05.000Z","This G-Shock is smarter than a smartwatch!

Share this with everyone who wants something more than a smartwatch

The G-SHOCK MTG Rabbit in the moon is packed with cutting edge features to the brim. Its a stunning looking watch and can also survive extreme conditions with ease. But is it better than a smart watch? Watch the full video to find out.

Comment if you prefer a classic watch over a smartwatch, and follow me Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Casio #GShock #Smartwatch",,
"RajivMakhni","GadgetGuru","CellGuru","watches","smartbuy",,,,,,,,,,,,,,,,"Video","12126","2024-06-27T12:26:48.000Z","₹10,000 Watch For Just ₹99 ⌚️🤑

You can now get a great watch for just ₹99.

Share this with everyone looking to buy a new watch.

I bought 3 watches for 99 each! One is decent, one is awful, and one of them really astonished my whole team. Watch the full video to find out.

Which one did you like? Comment below and follow me, Rajiv Makhni, for all tech, no BS.

#RajivMakhni #GadgetGuru #CellGuru #watches #smartbuy",,
"RajivMakhni","GadgetGuru","CellGuru","Acer","Intel","AcerSwiftGo14","AI",,,,,,,,,,,,,,"Video","4752","2024-07-01T12:30:44.000Z","This 80K OLED laptop has more features than a Rs 2 Lakh Laptop

This laptop also has some serious built-in AI.

Share this with your friends who are looking for a feature-packed laptop.

The Acer Swift Go 14 is here, loaded with a stunning OLED display, sleek metal build, the latest Intel Ultra series processor, and AI built in the core of it, making it the first AI-ready pc. All at a price of around Rs 80k!

Watch the full review as I take the laptop through its pace. 

If you have any questions, put them in the comments and I will answer them all,
And follow me Rajiv Makhni for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Acer #Intel #AcerSwiftGo14 #AI",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Gabit","SmartRing","Fitness","Health",,,,,,,,,,,,"Video","13604","2024-06-28T04:27:06.000Z","Why SmartRings Will Kill SmartWatches 🤔🫢

Gabit smart ring : The future of fitness tech! 

Share this with a friend who loves smartwatches and fitness! 

This is the Gabit smart ring and I have been using it for a while now, it’s given me some incredible and very accurate statistics about my body and health. 

It can track my heart rate, blood oxygen, HRV, VO2 Max,  sleep and so much more!

Watch the full reel to see if this ring is the end of smartwatches! 

Put your questions down in the comments, I promise to answer them all and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Gabit #SmartRing #Fitness #Health",,
"RajivMakhni","CellGuru","GadgetGuru","Scam","VideoCall","CyberCrime",,,,,,,,,,,,,,,"Video","98532","2024-06-26T12:31:06.000Z","Fake Video Call Scam Can Cost 1 Cr. 😵‍💫💰

Share this with everyone you love and care about.

A Bengaluru woman loses Rs 1 Crore in a ‘Law Enforcement’ video call scam. But how did this happen? How can we identify such scams? Watch the full video to find out.

Comment if you find this helpful and follow me, Rajiv Makhni, for all tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Scam #VideoCall #CyberCrime",,
"RajivMakhni","GadgetGuru","CellGuru","AutomaticMugs","ElectricMugs","Cups","AmazonFinds","Tech","Technology","Coffee",,,,,,,,,,,"Video","6560","2024-07-07T04:26:02.000Z","Auto Stirring Cups Make Beaten Coffee? 🤯☕️

Share this with a friend who loves Pheti hui (Dalgona)  coffee! 

I bought 2 mugs from Amazon that mix beverages on their own! 

We tested them with a variety of drinks, including protein shakes and beaten (Dalgona) coffee, drink that are notoriously hard to stir/mix.

Watch the video to see if they actually work and are great or garbage. 

Comment below which drink you’ll mix first in these mugs! 

And follow me, Rajiv Makhni, for all the Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #AutomaticMugs #ElectricMugs #Cups #AmazonFinds #Tech #Technology #Coffee",,
"RajivMakhni","CellGuru","GadgetGuru","Samsung","Foldables","ZFlip","ZFold","GalaxyAI","SamsungUnpacked",,,,,,,,,,,,"Video","4167","2024-07-06T15:33:39.000Z","Translate calls live on WhatsApp for free! 😨

The new 6th Gen Samsung Galaxy Z Foldables are just around the corner and this article by Samsung suggests that they will have better, smarter and improved Galaxy AI. 

Many features are expected to be made available on 3rd party apps like WhatsApp, most notably, the live call translation feature. 

This new upgrade seems like a game changer for not just phones, but all of human communication. 

Watch the full video to find out how. 

What else do you think the new Samsung Galaxy Z 6th Gen Foldables will have? Tell me in the comments, and follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #Samsung #Foldables #ZFlip #ZFold #GalaxyAI #SamsungUnpacked",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Eyewear","Fashiontech","Tag8",,,,,,,,,,,,,"Video","4570","2024-06-29T04:25:14.000Z","Never lose your glasses again! 😯

This is the ultimate spec tracking gadget!

Share this with someone who always loses their eyewear!

This small gadget is the tag8 dolphin spec finder and it will help you find your specs, keys and even wallet, wherever and whenever.

It can track their location in real time and even sound an alarm.

To know all about it, watch the full reel!

Put your thoughts down in the comments and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Eyewear #Fashiontech #Tag8",,
"RajivMakhni","CellGuru","GadgetGuru","OnePlus","OnePlus12","OnePlus12R","OnePlusEasyUpgrades",,,,,,,,,,,,,,"Video","19778","2024-06-24T12:30:24.000Z","Get the OnePlus 12 for Rs. 24,500

You won’t get a better deal on a flagship ever.

Share this with everyone who is about to buy a new phone.

OnePlus’ new offer allows you to buy the OnePlus 12 and 12R at 35% of the net effective price. Plus, you can get that money back too. Available only on OnePlus.in, OnePlus Experience Stores, and offline partner stores such as Reliance Digital, Croma, Vijay Sales, Bajaj Electronics, and more.

But what about the other 65%? Are there any other benefits? Watch the full video to find out.

Comment if you think other brands should do this too, and follow me, Rajiv Makhni, All Tech No BS!

#RajivMakhni #CellGuru #GadgetGuru #OnePlus #OnePlus12 #OnePlus12R #OnePlusEasyUpgrades",,
"RajivMakhni","GadgetGuru","TechGuru","Motorola","motorolaRazr50Ultra","FlipTheScriptWithRazr","IntelligenceInsideAndOut",,,,,,,,,,,,,,"Video","10035","2024-07-04T11:35:18.000Z","World First Review - Motorola Razr 50 Ultra Flip Phone 

This phone has the biggest external display on a flip phone and comes with Bose-tuned TWS earbuds free in the box. 

Share this with everyone who is looking for a foldable phone, and TWS.

The Motorola Razr 50 Ultra has so many power-packed features that it might just be the most powerful and versatile flip phone on the market. But what are these features? And do they really make this the best flip phone ever? Watch the full video to find out.

Comment if you think this is the best flip phone ever made - and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #TechGuru #Motorola #motorolaRazr50Ultra #FlipTheScriptWithRazr #IntelligenceInsideAndOut",,
"RajivMakhni","GadgetGuru","CellGuru","Camera","FaceTracking","Accessories","SmartphoneGadgets","amazon",,,,,,,,,,,,,"Video","2183","2024-06-14T12:02:21.000Z","Face tracking camera for less than ₹2000! 

Share this with all your aspiring content creator friends! 

I bought this 360-degree face tracking camera from amazon for less than ₹2000. 

You can put it on a desk, mount your phone on it and it will track your face while you’re recording a video or are on a video call, always keeping you in the centre of the frame. 

But does it actually work? What else can it do? Is this product great or garbage? Watch the full video to find out. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Camera #FaceTracking #Accessories #SmartphoneGadgets #amazon",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Tips","Payments","UPI","Paytm","OnlinePayments",,,,,,,,,,,"Video","8214","2024-06-23T04:26:45.000Z","Make UPI payments offline! 

You don’t need the internet to make UPI payments! 

Send this to that friend who owes you money! 

I am telling you the simplest and quickest way to make UPI payments without the internet! You can be be anywhere without Internet access and still make payments 

Yes! Offline UPI payments are now possible. Watch the full reel to find out how! 

Put your questions down in the comments and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Tips #Payments #UPI #Paytm #OnlinePayments",,
"RajivMakhni","GadgetGuru","CellGuru","Travel","Scam","TravelScam",,,,,,,,,,,,,,,"Video","28326","2024-06-22T04:25:45.000Z","Scammers Can Steal Your Bag Right in Front of You 😰🧳

Your bag can now be stolen in seconds. 

Share with everyone who travels a lot!

Scammers now carry a bag with a false base, which they use to cover your bag in and steal it instantaneously. Watch the full video to find out how you can prevent it.

Comment if you find this helpful and follow me, Rajiv Makhni. All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Travel #Scam #TravelScam",,
"RajivMakhni","GadgetGuru","CellGuru","JBL","JBLTuneLive3","Smartphone",,,,,,,,,,,,,,,"Video","7216","2024-06-19T04:25:10.000Z","These TWS Are A Smartphone Detox 🤯

Share this with everyone who can’t stay a minute without their phones.

JBL Live Beam 3 comes with a display on its case, which can help you reduce smartphone usage exponentially! 

But this is what JBL claims, so we tested it ourselves. Watch the full video to see the result!

Comment below if you too are fascinated by it, and follow me Rajiv Makhni, All Tech, No BS

#RajivMakhni #GadgetGuru #CellGuru #JBL #JBLTuneLive3 #Smartphone",,
"RajivMakhni","GadgetGuru","Digitalrupee","Erupee","rbi",,,,,,,,,,,,,,,,"Video","33443","2024-06-15T04:29:16.000Z","RBI will stop printing physical notes and will replace them with E-rupee/Digital rupee.

e₹ is a virtual currency issued by the Reserve Bank of India (RBI) intended to function similarly to physical money.

How will you use it?

How is it different from other payment apps? 

Can it actually replace physical notes?

And will RBI actually stop printing physical currency or is this just a proposal that they have floated?

Watch the full reel to know everything!

Have any questions? Put them in the comments, I’ll answer them all, and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #Digitalrupee #Erupee #rbi",,
"RajivMakhni","GadgetGuru","CellGuru","Speaker","BluetoothSpeaker","Ubon",,,,,,,,,,,,,,,"Video","5133","2024-06-21T04:26:47.000Z","Rs 1499 Bluetooth speaker beats Rs 5000 speaker 😱

Share this with that friend who is looking for a feature-packed Bluetooth speaker, but doesnt want to break the bank!

The Ubon Shahenshah SP-65 bluetooth speaker packs in so many features that you don’t see in its price category.

Solid build, 20W output, Built-in RGB lights, sling to carry, 2000mAh battery and multiple playback options, all for just Rs 1,499!

Can this be the best budget bluetooth speaker under Rs 1,500? Watch through the video to find out!

Comment below which feature you liked the most and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Speaker #BluetoothSpeaker #Ubon",,
"RajivMakhni","GadgetGuru","CellGuru","Motorola","MotorolaEdge50Ultra","Smartphones","Tech",,,,,,,,,,,,,,"Video","109818","2024-06-18T12:00:18.000Z","This Phone Has a Real Wooden Smell!

Motorola Beats iPhone at Their Own Game

Share this with everyone who still thinks an iPhone is better than any other device.

Motorola claims that their new Motorola Edge 50 Ultra is better than the iPhone 15 Pro and gave us 3 big challenges! Did Motorola prevail, or is the iPhone 15 Pro still the king? Watch the full video to find out!

Comment if you want more such challenges and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Motorola #MotorolaEdge50Ultra #Smartphones #Tech",,
"RajivMakhni","GadgetGuru","CellGuru","Xiaomi","Leica","Xiaomi14Civi","Camera","Photography","Ad","Flipkart",,,,,,,,,,,"Video","2705","2024-06-13T12:46:59.000Z","Leica camera on Xiaomi 14 CiVi at 39,999

Share this with your friend who are fed up with poor quality smartphone camera.

Thanks to everyone for signing the petition and not settling for bad camera quality. The response was in Lakhs and overwhelming. 

We were able to bring technology from legacy camera brands to this smartphone - and this time, it’s not for a super expensive flagship device. 

Xiaomi partnered with Leica, the leading camera manufacturer - and released the Xiaomi 14 Civi. This smartphone brings incredible camera technology and is priced at just Rs.39,999.

This smartphone fixes 3 major problems in camera photography and makes the camera using experience from okay to great!

Watch the full reel to know all about the cameras of the Xiaomi 14 Civi. 

Available now on Flipkart! @flipkart 

Comment below which problem you face the most with smartphone photography and I will answer them all.

And follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Xiaomi #Leica #Xiaomi14Civi #Camera #Photography #Ad #Flipkart",,
"RajivMakhni","GadgetGuru","CellGuru","WWDC","iPhone","iOS18","iPad","Mac",,,,,,,,,,,,,"Video","8117","2024-06-11T13:25:09.000Z","Apple’s biggest announcement ever

Read this to know all about Apple’s WWDC 2024

Share this with all your Apple Fanboy friends!

Here’s all the major announcements from WWDC 2024:

iOS 18
- Call recording with transcription
- Home, Locksceen & Control center customisations
- App lock with hidden folder
- Revamped Photos app
- Siri with gesture control

iPadOS 18
- Brand new calculator app with AI features
- Enhanced customisation options similar to iOS 18
- Smart script in Notes app

WatchOS 11
- New Vitals app for better health tracking
- Tailored health tracking using Training Load
- Translation & Weather widgets with Smart stacks
- New Check-in Feature

VisionOS 2
- Spatial Photos Experience
- New & Improved gesture controls
- Travel mode with train experience

Revamped Siri
- ChatGPT Integration
- Redesigned for more natural & Personal Interactions
- New visual redesign
- Smart reply & Rewrite tool
- Contextual actions from personal content

Apple Intelligence
- On device intelligence available on A17 Pro and M1 chip onwards
- Prioritised notifications, Content Summarisation & Image generations

MacOS Sequoia
- Wireless phone mirroring
- Background replacement with Facetime & Zoom app

Have any questions? Put them in the comments 
And follow me Rajiv Makhni for
All tech, No BS

#RajivMakhni #GadgetGuru #CellGuru #WWDC #iPhone #iOS18 #iPad #iPhone #Mac",,
"RajivMakhni","CellGuru","GadgetGuru","Tech","realme","GTSeries","realmeGT6","Android","Smartphones","Technology",,,,,,,,,,,"Video","3548","2024-06-20T09:00:58.000Z","realme GT 6, best phone at 35K? 🤔

Share this with someone who wants flagship features in their phone without flagship prices. 

The realme GT 6 is here, and it’s giving extremely tough competition to so many devices in the 35K category launched within the last 2 months. 

With its Flagship Sony LYT 808 camera sensor to its top of the line Snapdragon 8s Gen 3 processor, everything about this phone screams “premium”. 

Watch the full reel to find out all about this device. 

Put your thoughts down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Tech #realme #GTSeries #realmeGT6 #Android #Smartphones #Technology",,
