"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","type","timestamp","productType","likesCount","firstComment","caption"
"booksmakemewhole","mitchalbom","foronemoreday","fivestarread","2023reads","shortbooks","emotionalreads","bookstomakeyoucry","sadbooks","booksaboutlife",,,"Sidecar","2023-09-30T14:48:29.000Z",,"243","Beautiful😍❤","FOR ONE MORE DAY 

“When someone is in your heart, they're never truly gone. They can come back to you, even at unlikely times.”

This is the story of a man who tries to kill himself, after his only daughter doesn’t invite him for her wedding. It is the last straw against a series of setbacks for him. He goes to his hometown, Pepperville Beach, to visit his childhood home, before taking his life. But, on the way, he gets badly injured in a horrifying accident and as he tries to regain his senses, he sees his dead mother walking towards him!

A beautiful heart-wrenching tale about life, death and everything in between, For one more day is a must read for those who loved Tuesdays with Morrie! I Don’t remember the last time I cried over a book. It’s also my second five star read of 2023!

Your last five star read?

#booksmakemewhole #mitchalbom #foronemoreday #fivestarread #2023reads #shortbooks #emotionalreads #bookstomakeyoucry #sadbooks #booksaboutlife"
"booksmakemewhole","ceceliaahern","fictionbooks","bookishworld","beautifulbooks","purplebooks","bookishaesthetic","bookflatlay","readingnovel","readit",,,"Sidecar","2023-10-04T14:23:34.000Z",,"-1","Such a pretty cover😍","THE BOOK OF TOMORROW 

“…that answers would come and the clouds would clear and the complicated would become simple and the bizarre would become ordinary.”

I’ve loved reading Books by Cecelia Ahern. She writes from her heart and her stories always leave you wanting for more!

This book is about a teenage girl named Tamara. She recently lost her father to suicide and is forced to leave Dublin, along with her mother, as they have nothing left of their once lavish lifestyle. They go to live in the country with her uncle, Arthur and his wife, Rosaleen.

Once there, Tamara longs for home as she starts to feel lonely. Her aunt constantly hovers around the house and raises her curiosity with her strange routine. Tamara is also very concerned about her mother, who seems to do nothing but sleep all day in her room.

One day a travelling library arrives in town. Tamara chooses a leather-bound book with a gold clasp and padlock as it intrigues her endlessly. When she finally get the book open with some help, she is quite astonished with what she finds inside! Will this book make her life interesting again? Read to know!

This book is such a wonderful modern fairytale without a single dull moment! The suspense builds as you turn page after page and you won’t be able to stop till you find the truth!

Swipe to read some of my favourite excerpts ➡️

If given the choice, would you prefer altering your future or your past?

#booksmakemewhole #ceceliaahern #fictionbooks #bookishworld #beautifulbooks #purplebooks #bookishaesthetic #bookflatlay #readingnovel #readit"
"booksmakemewhole","neelrecommends","fivestarbooks","booksilove","bookchoices","bookishjourney","mybookgramm","booksandbooksandbooks","bookishlove","readthesebooks",,,"Sidecar","2023-10-06T15:33:38.000Z",,"453","Memoirs if a Geisha 😍😍👏👏","Have you read or want to read any of these Books?

#booksmakemewhole #neelrecommends #fivestarbooks #booksilove #bookchoices #bookishjourney #mybookgramm #booksandbooksandbooks #bookishlove #readthesebooks"
"booksmakemewhole","historicalfiction","lessonsinchemistry","booksilike","novemberreads",,,,,,,,"Sidecar","2023-11-19T16:21:32.000Z",,"334","Such a beautiful cover. Solid colours are so attractive 😍","LESSONS IN CHEMISTRY 

“On the other hand, wasn't that the very definitely of life? Constant adaptations brought about by a series of never-ending mistakes?”

A book that should be an essential read, Lessons in Chemistry follows the story of Elizabeth Zott, a brilliant scientist who struggles to do research because of societal gender norms. She refuses to give up on her dream, despite the various hurdles in her way, because the belief that she can change the world is deeply rooted within her. I loved her story and her straightforward character inspired me endlessly!

Swipe to read my favourite excerpts from the book ➡️

What are you reading today?

#booksmakemewhole #historicalfiction #lessonsinchemistry #booksilike #novemberreads"
"booksoulmates","booksmakemewhole","booksoul","booksaremybag","favouritebooks","fivestarread","booksilove","neelrecommends","booktag","bookchallenge","letsreadtogether",,"Image","2023-10-09T14:06:24.000Z",,"-1","A Man Called Ove, The Falls by Ian Rankin, Tuesdays With Morris, Eleanor & Park","#booksoulmates TAG

Found this super-interesting challenge a week ago, here’s my version of it!

Here's how it goes: check my list of ten all-time favorite reads and find out if our reading tastes match.

This is the point system:
10 points: Book you've read
5 points: Book you're currently reading
2 points: On your TBR
1 point: Book you DNF'd
Maximum points: 100

I picked Books based on my recent reading and some books I haven’t been able to forget. But, if you may ask me some other time, this list might change a bit 😅
1.A Man Called Ove
2. Me Before You
3. Heidi/ Little Women
4. Tuesdays with Morrie
5. The Namesake
6. The Guernsey Literary and Potato Peel Pie Society
7. The Comfort Book
8. In someone else’s shoes
9. The Sun is also a Star
10. Matilda

So, tell me if you are my Book Soulmate 😬

#booksmakemewhole #booksoul #booksaremybag #favouritebooks #fivestarread #booksilove #neelrecommends #booktag #bookchallenge #letsreadtogether"
"qotd","booksmakemewhole","bookreview","readingbook","honestreview","septemberreads","myreadinglife","bookphoto","bookishstuff","booksandmorebooks","readingexperience",,"Image","2023-09-25T16:10:18.000Z",,"-1","It was Ladies' Tailor","BIG SWISS

I was quite intrigued to read this book, mostly due to it’s cover. The blurb sounded unique too. But I’ve learned my lesson - not to judge a book by it’s cover!!

This book is about Greta, who lives in Hudson and works as a transcriber for a sex therapist. Thanks to her job, she knows the deepest darkest secrets of almost everyone in town and can easily guess their story whenever she hears their voice around her. Big Swiss is one of the therapist’s clients who claims to never have had an orgasm. Greta comes across her at the Dog Park and lies to her about her identity. An unlikely bond forms between them and they have the time of their lives!

This book just wasn’t my cup of tea. I didn’t enjoy the story and the prose didn’t work for me either. Pick it up at your own risk!

#qotd : The last book you didn’t like?

#booksmakemewhole #bookreview #readingbook #honestreview #septemberreads #myreadinglife #bookphoto #bookishstuff #booksandmorebooks #readingexperience"
"qotd:","booksmakemewhole","iwanttodiebutiwanttoeattteokpokki","favoritebook","bookexcerpts","booksonmentalhealth","translatedbooks","koreanliterature","bookescape","bookstolove","comfortbooks",,"Sidecar","2023-09-13T14:42:45.000Z",,"339","Can't wait to read this one 🙌","This was one of the best books I read last year. It’s comforting as well as downright honest at the same time. 

Swipe to read some of my favourite excerpts ➡️

#qotd: A book that comforted you?

#booksmakemewhole #iwanttodiebutiwanttoeattteokpokki #favoritebook #bookexcerpts #booksonmentalhealth #translatedbooks #koreanliterature #bookescape #bookstolove #comfortbooks"
"favoritethings","qotd:","booksmakemewhole","booksandme","booksandcandles","booktography","bookplay","bookishpost","bookvibes","letsreadmore","readinglove","readingforfun","Sidecar","2023-09-17T13:16:04.000Z",,"152","Beautiful😍","#favoritethings challenge ✨

🟢Genre
Historical Fiction, Rom-com, Mystery, Fantasy

🟢Books
Someone Else’s Shoes, The People on platform 5, The Namesake, The Nightingale, Heidi (Obviously, there are a lot more)

🟢Season
Rainy Season and Spring

🟢Music Artist
AR Rahman, Ajay Atul, backstreet boys, Ed Sheeran, Ananya Birla

🟢Destination 
Kerala, Cappadocia, Lofoten Islands, The Maldives, Leh Ladakh (….and many more)

🟢Food
Pav Bhaji, Pani Puri, Nutella pancakes, White Sauce Pasta, Bun Muska chai, Misal, Gulab Jamun

🟢TV Shows
Koffee with Karan, Khatron ke Khiladi, The Big Bang Theory, Friends, Sarabhai Vs Sarabhai

🟢Movies
The Avengers, Harry Potter, 90s SRK movies, Frozen, ZNMD, Me Before You, The Proposal 

If you are reading this and find it interesting enough to post about, consider yourselves tagged!

#qotd: Do we have any favourites in common?

#booksmakemewhole #booksandme #booksandcandles #booktography #bookplay #bookishpost #bookvibes #letsreadmore #readinglove #readingforfun"
"qotd","booksmakemewhole","bookworld","booksandtravel","bookishfun","bookposts","booksandbooks","booksaremagic","bookishlove","booksiown","mybookcollection","readerlife","Image","2023-09-16T14:48:03.000Z",,"-1","I haven't read any of these books 🙌❤️❤️","BOOKS FROM AROUND THE WORLD

The Dance Tree : France
Memoirs of a Geisha : Japan
The Thursday Murder Club : The United Kingdom 
The Name of the Rose : Italy
I want to die but I want to eat Ttaekbokki : South Korea

#qotd : Have you read or want to read any of these Books?

#booksmakemewhole #bookworld #booksandtravel #bookishfun #bookposts #booksandbooks #booksaremagic #bookishlove #booksiown #mybookcollection #readerlife"
"booksmakemewhole","neelrecommends","booksaremagic","bookishness","booksandme","morebooksplease","readinglist","bookstoread","readingisbetter","readeraesthetic","readitnow",,"Sidecar","2023-09-19T13:04:16.000Z",,"206","I'm reading Yellowface 😃","Have you read or want to read any of these Books?

#booksmakemewhole #neelrecommends #booksaremagic #bookishness #booksandme #morebooksplease #readinglist #bookstoread #readingisbetter #readeraesthetic #readitnow"
"booksmakemewhole","travelandbooks","travelwithbooks","bookstack","bookchallenge","booktag","bookcollection","bookishpics","booksaremybag","bookishnerd",,,"Sidecar","2023-09-24T13:37:28.000Z",,"287","The kite runner and anxious people 😍","AROUND THE WORLD BOOK STACK 

“Perhaps there is some secret sort of homing instinct in books that brings them to their perfect readers.”

- Mary Ann Shaffer, The Guernsey Literary and Potato Peel Pie Society

Came across this interesting challenge while scrolling the gram and here’s my version of it!

🇬🇬Guernsey : The Guernsey Literary and Potato Peel Pie Society

🇯🇵Japan : Wabi Sabi

🇦🇫Afghanistan : The Kite Runner

🇸🇪Sweden : Anxious People 

🇮🇪Ireland : Normal People

🇩🇪Germany : The Book Theif

If you find this challenge interesting enough to make a post, consider yourselves tagged!

Have you read any of these Books?

#booksmakemewhole #travelandbooks #travelwithbooks #bookstack #bookchallenge #booktag #bookcollection #bookishpics #booksaremybag #bookishnerd"
"booksmakemewhole","neelrecommends","booksilike","readinglove","favouritereads","readthesebooks","booksilove","bookishjoy","booksbooksbooks","letsreadtogether",,,"Sidecar","2023-09-27T16:51:01.000Z",,"415","Have read Rebecca , Stationary shop of tehran , inferno. All my favouritesb","Have you read or want to read any of these Books?

#booksmakemewhole #neelrecommends #booksilike #readinglove #favouritereads #readthesebooks #booksilove #bookishjoy #booksbooksbooks #letsreadtogether"
"booksmakemewhole","neelrecommends","shortbooks","readingslump","bookrecs","letsreadbooks","readersofbookstagram","bookgramming","booksofthegram","readingforlife",,,"Image","2023-09-26T16:09:25.000Z",,"-1","I've read The LITTLE PRINCE and reading EAT THAT FROG now.","SHORT BOOK RECOMMENDATIONS 

All these books are below 150 pages in length and are great choices in getting over a reading slump.

Have you read or want to read any of these?

#booksmakemewhole #neelrecommends #shortbooks #readingslump #bookrecs #letsreadbooks #readersofbookstagram #bookgramming #booksofthegram #readingforlife"
"qotd:","booksmakemewhole","3favoritebooks","potentialfavorites","booksiown","booksilike","tbrbooks","bookflatlay","morebooksplease","iliketoread","readerlife",,"Image","2023-09-11T13:55:34.000Z",,"119","I am really hopeful about the miniaturist too🥹","THREE FAVOURITES AND THREE POTENTIAL FAVOURITES 

🟢3 Favourites:
Wonder
Me Before You
The Nightingale 

🟢3 Potential Favourites 
The Miniaturist 
Lady Oracle
White Teeth

#qotd: Do we have any favourites in common?

#booksmakemewhole #3favoritebooks #potentialfavorites #booksiown #booksilike #tbrbooks #bookflatlay #morebooksplease #iliketoread #readerlife"
"qotd:","booksmakemewhole","murdermystery","suspensebooks","interestingbooks","readingthrillers","bookpics","booksbooksandmorebooks","letsreadyall","readingtime","readreadread",,"Sidecar","2023-09-18T15:01:22.000Z",,"-1","Bonnie garmus, love her❤️","THE HOUSEMAID'S SECRET

Part 2 of The Housemaid, this book is just as surprising and thrilling as it's prequel. 

The book begins with Millie trying her best to land a job to make ends meet after being recently fired. She gets a call from Douglas Garrick, who lives in an incredible penthouse apartment in the best neighborhood of New York. He is ready to hire her immediately, but for one condition - not to go into the guest bedroom, as his wife is very ill. 

Millie gets a terrible feeling regarding the woman locked up in the guest bedroom, as she hears disturbing noises coming from it every now and then. Her worry ascends when she spots blood around the neckline of a nightgown. One day, she decides that enough is enough and knocks on the door and is left tongue tied after it swings open!

Why is Mr. Garrick hiding his wife? Will Millie know what's going on behind the closed door? Will she be able to help this woman? Read to know!

I just couldn't stop myself from turning page after page of this book till I got to the bottom of the layers and layers of secrets this story unpeeled. A gold mine for mystery readers! Freida is now one of my favourite suspense writers, she is undeniably brilliant!

#qotd: Discovered a new author you liked recently?

#booksmakemewhole #murdermystery #suspensebooks #interestingbooks #readingthrillers #bookpics #booksbooksandmorebooks #letsreadyall #readingtime #readreadread"
"qotd:","booksmakemewhole","reviewcopy","pinkbooks","booksareessential","readerforever","giftedbook","bookstagramming","bookblurb","booksandme","letsreadyall",,"Image","2023-09-06T14:05:36.000Z",,"-1","I don't remember the book I DNFed 😂","YOU MADE A FOOL OF DEATH WITH YOUR BEAUTY

Blurb:

Fey Adekola wants to learn how to be alive again. It's been five years since the accident that killed the love of her life and she's almost a new person now-an artist with her own studio, and sharing a brownstone apartment with her ride-or-die best friend, Joy, who insists it's time for Fey to ease back into the dating scene. Feyi isn't ready for anything serious, but a steamy encounter at a rooftop party cascades into a whirlwind summer she could have never imagined: a luxury trip to a tropical island, decadent meals in the glamorous home of a celebrity chef, and a major curator who wants to launch her art career. She's even started dating the perfect guy, but their new relationship might be sabotaged before it has a chance by the dangerous thrill Fey feels every time she locks eyes with the one person in the house who is most definitely off-limits. This new life she asked for just got a lot more complicated, and Fey must begin her search for real answers.

Who is she ready to become? Can she release her past and honor her grief while still embracing her future? And, of course, there's the biggest question of all -how far is she willing to go for a second chance at love? Awake Emezi's vivid and passionate writing takes us deep into a world of possibility and healing, and the constant bravery of choosing love against all odds.

I started reading this book sometime last month and didn’t like the way it was progressing so I decided to DNF it. Not my cup of tea.

#qotd: The last book you DNF?

#booksmakemewhole #reviewcopy #pinkbooks #booksareessential #readerforever #giftedbook #bookstagramming #bookblurb #booksandme #letsreadyall"
"lastnownextreads","qotd:","booksmakemewhole","currentlyreading","readingupdate","bookpictures","bookishlifestyle","letsread","readingalways","readerforever","readinglife","bookishheart","Image","2023-08-31T15:53:34.000Z",,"-1","I loved the housemaid 😍 it was so good","READING UPDATE

#lastnownextreads 

Last Read : The Housemaid
Currently Reading : Unfortunately Yours
Next Read (Probably) : The Devil's Flute Murders

#qotd: What are you currently reading?

#booksmakemewhole #currentlyreading #readingupdate #bookpictures #bookishlifestyle #letsread #readingalways #readerforever #readinglife #bookishheart"
"barbenheimer","qotd:","booksmakemewhole","booktag","bookchallenge","bookcollector","booksandme","trendsinstagram","bookinsta","booksandmore","bookishfun","bookflatlay","Image","2023-09-05T15:04:42.000Z",,"-1","Unfortunately yours","A little late to the party, here’s my version of the #barbenheimer stack! What an interesting tag!

If you are seeing this and consider it interesting enough to post about, consider yourselves tagged!

#qotd: Which of these books do you find the most intriguing?

#booksmakemewhole #booktag #bookchallenge #bookcollector #booksandme #trendsinstagram #bookinsta  #booksandmore #bookishfun #bookflatlay"
"qotd:","booksmakemewhole","bookcharacter","rakshabandhanspecial","bookishlove","fictionalcharacters","booksiown","ilovetoread","readingismypassion","readingtime","readersofig",,"Image","2023-08-30T14:11:56.000Z",,"-1","Little women 👏","HAPPY RAKSHABANDHAN ✨

Sharing Books with some of the best brother-sister and sister-sister relationships!

And the Mountains Echoed : Abdullah and Pari
The Palace of Illusions : Panchali and Krishna
Wonder : Auggie and Via
Fangirl : Cath and Wren
Little Women : Meg, Jo, Beth & Amy

#qotd: Have you read any of these Books?

#booksmakemewhole #bookcharacter #rakshabandhanspecial #bookishlove #fictionalcharacters #booksiown #ilovetoread #readingismypassion #readingtime #readersofig"
"qotd:","booksmakemewhole","japaneseliterature","murdermystery","translatedfiction","fictionaddiction","suspensebooks","pageturners","beautifulbookcovers","readingbooksisfun","readmorebooks",,"Image","2023-09-07T14:47:42.000Z",,"-1","this one sounds really interesting!","THE DEVIL’S FLUTE MURDERS

What a brilliant brilliant brilliant murder mystery! It leaves you guessing right till the end and you can’t keep calm until you discover who the culprit is!

To lay out the background - Viscount Tsubaki has recently died due to suicide. His highly distressed daughter, Mineko, visits Kindaichi San asking for his help with her mother’s strange behaviour. Her mother is convinced that the viscount is still alive. As she narrates this story in detail, it sends chills down Kindaichi’s spine every now and then.

Mineko requests him to attend a divination, conducted in order to get rid of her mother’s doubts regarding her father’s death, at the Tsubaki house. She asks him to be present so that he could better understand the dynamics of their weird family. Some eerie incidents happen that night and the next morning, a dead body is discovered in the same room the divination was held! Whose body is it? Who is the murderer? Read to know!

I read a Japanese murder mystery for the first time and it sure is not going to be my last! Seishi Yokomozi is such a master storyteller. I need to read his other works as soon as possible! Also, what a pretty cover!

#qotd: A book you can’t stop thinking about?

#booksmakemewhole #japaneseliterature #murdermystery #translatedfiction #fictionaddiction #suspensebooks #pageturners #beautifulbookcovers #readingbooksisfun #readmorebooks #fictionaddiction"
"qotd:","booksmakemewhole","neelrecommends","favoritebooks","booksilove","mybookcollection","bookishflatlay","booksaremyescape","letsreadmore","readingjourney","booklovers",,"Image","2023-08-28T14:20:22.000Z",,"139","Love P & P and Guernsey","Some of my favourite reads over the years in one picture!

#qotd: Do we have a favourite in common?

#booksmakemewhole #neelrecommends #favoritebooks #booksilove #mybookcollection #bookishflatlay #booksaremyescape #letsreadmore #readingjourney #booklovers"
"booksmakemewhole","bookstacks","booktag","bookishweekend","booksaremagic","ireadtoomuch","readingismyescape","readeralert","readingcommunity","bookgrammer",,,"Image","2023-09-08T13:56:43.000Z",,"-1","напиcaл Вам пp0вepьтe д.peкт","WHAT THIS WEEK CHALLENGE 

I loved this tag so much that I am doing it again this year 😬

🟢What I’ve been Reading this week:
Finished ‘The Devil’s Flute Murders’ yesterday and started reading ‘Begin Again’ today. I am trying my best to squeeze in some reading during and between lectures!

🟢What I’ve been watching 
Nothing interesting actually, just random episodes of good old ‘Friends’ and ‘Permanent Roommates’. Looking forward to be intrigued enough by some new series to watch it.

🟢Other bits and bobs
Well, I am literally in between places right now. Currently, I am travelling every week between my hometown and Aurangabad for my job training. It’s been a bit hectic as I am juggling a lot of things at once, but I am having a lot of fun too!

#booksmakemewhole #bookstacks #booktag #bookishweekend #booksaremagic #ireadtoomuch #readingismyescape #readeralert #readingcommunity #bookgrammer"
"qotd:","booksmakemewhole","monthlywrapup","augustwrapup","augustreads","2023reads","readandtravel","readinginnature","readreadread","readerlife","goodvibesonly",,"Sidecar","2023-09-02T16:35:19.000Z",,"232","Life was it was amazing! Reading was not so much🤧","AUGUST WRAP-UP

“Truly happy memories always live on, shining. Over time, one by one, they come back to life.”

- Banana Yoshimoto, Kitchen

Here is the list of Books I read last month with my ratings:

1. The Guest List 🌟🌟🌟🌟.5
2. Kitchen 🌟🌟🌟🌟
3. The Housemaid 🌟🌟🌟🌟.5
4. Yellowface 🌟🌟🌟🌟.5
5. Unfortunately Yours 🌟🌟🌟🌟

August was a good month reading-wise and otherwise too 😬

#qotd: How was August for you? Read anything interesting or been anywhere interesting?

#booksmakemewhole #monthlywrapup #augustwrapup #augustreads #2023reads #readandtravel #readinginnature #readreadread #readerlife #goodvibesonly"
"booksmakemewhole","murdermystery","bookflatlay","booktography","booksandcandles","bookcollector","bookstagramit","readeveryday","readinglove","readersoftheworld",,,"Image","2023-09-09T15:02:16.000Z",,"-1","Oooh each one looks interesting 😍😍","A flatlay of some mystery books on my shelf!

Read: The Housemaid, The Devil's Flute Murders

TBR: The Name of the Rose, The Housemaid’s Secret, The Locked Door

Have you read any of these these books or have them on your TBR?

#booksmakemewhole #murdermystery #bookflatlay #booktography #booksandcandles #bookcollector #bookstagramit #readeveryday #readinglove #readersoftheworld"
"qotd:","booksmakemewhole","bookblurb","reviewcopy","hardcoverbooks","thickbooks","booksandsunshine","booksandcandles","southasianliterature","newbookalert","giftedbook",,"Image","2023-09-03T14:32:56.000Z",,"-1","I’ve been so tempted to get this one!!","SHADOWS AT NOON

Blurb:

Shadows at Noon is an ambitious synthesis of decades of research and scholarship which explores the key strands of South Asian history in the twentieth century with clarity and authority. Unlike other narrative histories of the subcontinent that concentrate exclusively on politics, here food, leisure and the household are given equal importance to discussions of nationhood, the development of the state and patterns of migration.

While it tells the subcontinent's story from the British Raj to independence and partition and on to the forging of the modern nations of India, Pakistan and Bangladesh, the book's structure is thematic rather than chronological. Each of the chapters illuminates on overarching theme or sphere that has shaped South Asia over the course of the century. This format allows the reader to explore particular issues - such as the changing character of nationalism or food consumption - over time and in depth.

Shadows at Noon is a bold, innovative and personal work that pushes back against standard narratives of 'inherent' differences between India, Pakistan and Bangladesh. Its purpose is to make contemporary South Asia intelligible to readers who are fascinated by the subcontinent's cultural vibrancy and diversity but are often perplexed by its social and political make-up. And it illuminates the many aspects that its people have in common rather than what divides them.

#qotd: Your first read of September?

#booksmakemewhole #bookblurb #reviewcopy #hardcoverbooks #thickbooks #booksandsunshine #booksandcandles #southasianliterature #newbookalert #giftedbook"
"qotd:","booksmakemewhole","romcombooks","lightreading","pastelbooks","booksaremagic","readingismyescape","readersofig","enemiestolovers","tessabailey","bookthoughts",,"Image","2023-09-04T13:50:08.000Z",,"-1","","UNFORTUNATELY YOURS

“And when I look at you, I swear I have. Existed just for you all this time. It feels like I have.”

Natalie is the heiress of the wealthy Vos family of Napa. August is an ex-SEAL who is in Napa to fulfil his dead best friend’s lifelong dream of owning a vineyard. Natalie wants to start her own hedge fund but is short of money for it. Her trust fund will be released only on two conditions - she is employed and married! August does own a vineyard but his wine tastes like absolute piss!

When they first met each other, they felt a mutual attraction. But eventually, they started having little wars with words and became enemies, instead of friends. Somehow they come to the conclusion that they both need to get married so that Natalie could get her trust fund money and August could get some investment so that his wine could taste decent. They decide to end their marriage after a month so that their respective goals are achieved. Will they be successful in doing so? Will they fall for each other in the process? Read to know!

This is a too good to be true small town romance set in the picturesque Napa Valley. I loved August’s and Natalie’s fun banter and their one-of-a-kind chemistry. I just couldn’t get myself to agree over a few things like August being extremely protective of Natalie and treating her like a small delicate thing. Overall, it was a fun read!

#qotd: What are you currently watching?

#booksmakemewhole #romcombooks #lightreading #pastelbooks #booksaremagic #readingismyescape #readersofig #enemiestolovers #tessabailey #bookthoughts"
"qotd:","booksmakemewhole","yabooks","romancenovels","romcombooks","pinkbooks","septemberreads","booksilove","readthisbook","bookexcerpt","bookishpost",,"Sidecar","2023-09-14T14:36:10.000Z",,"177","6th one is such a positive quotes 😍","BEGIN AGAIN

“He is the steady pulse of something known, something understood - not a person to build your world around, but a person to build one with.”

Andie’s dream has just come true! She has successfully transferred from community college to the competitive Blue Ridge State, where her parents went. On top of it, her boyfriend, Connor goes there too! But when she knocks on his door on her first day there, to surprise him with her transfer, he’s nowhere to be found. When she calls him, he says he transferred to the community college to be with her. This gives a bitter start to Andie’s new beginning.

Milo is her RA at the dorm, who has a continuous sleeplessness hovering around him. Shay is her roommate, who is also a bookstagrammer, confused about finding her major. Andie’s self-help persona kicks in and she tries her best to help them both. In the process, they become the best of friends and Andie has the time of her life learning new things about her late Mother.

This book was so damn adorable - Andie’s two grandmas, her swearing with her favourite dessert names, academic events and with a lot more interesting tidbits! It was such a nice comforting read!

Swipe to read some of my favourite excerpts ➡️

#qotd: What are you currently reading?

#booksmakemewhole #yabooks #romancenovels #romcombooks #pinkbooks #septemberreads #booksilove #readthisbook #bookexcerpt #bookishpost"
"qotd:","booksmakemewhole","pastelcolors","bookcover","colorfulbooks","booknook","mybookcollection","bookaesthetic","bookishjoy","bookgrammer","readerlife",,"Image","2023-09-10T14:37:29.000Z",,"-1","Wabi sabi attracts me the most 😍","Some Books from my shelf with beautiful pastel covers ✨

#qotd: Which colour here do you like the most?

#booksmakemewhole #pastelcolors #bookcover #colorfulbooks #booknook #mybookcollection #bookaesthetic #bookishjoy #bookgrammer #readerlife"
"qotd:","booksmakemewhole","mindsetbooks","selfhelpbooks","bookexcerpt","bookinspiration","bookspotlight","essentialreading","bookstoread","readmorebooks📚","readingisfundamental",,"Sidecar","2023-09-23T17:13:39.000Z",,"-1","4th one ❤️","MINDSET

..is one of the most underrated self-help books I've ever read. So, here I am pushing it into it's much deserved spotlight!

Swipe to read my favourite excerpts! ➡️

#qotd: Recommend me an underrated book you loved!

#booksmakemewhole #mindsetbooks #selfhelpbooks #bookexcerpt #bookinspiration #bookspotlight #essentialreading #bookstoread #readmorebooks📚 #readingisfundamental"
"qotd:","booksmakemewhole","yellowfacebook","rfkuang","newbookalert","yellowbooks","publishingbooks","booklight","bookishjoy","readinglove","readtome",,"Image","2023-08-24T13:41:34.000Z",,"138","I love the lighting in this photo 😍 haven't read this one yet but I need to! 🤩","YELLOWFACE

“This is what I love the most about writing - it offers endless opportunities to reinvent ourselves, and the stories we tell about ourselves. It lets us acknowledge every aspect of our heritage and history.”

I’ll be honest. First time after reading the blurb of this book, I didn’t find the premise that interesting. But as it started garnering quite a few praises around bookstagram, I was quite intrigued to read it and fortunately, I received it as a review copy and started reading it the first chance I got!

This is the story of Athena Liu, a brilliant Asian American writer and her not so good friend, June Hayward, a mediocre white writer. Athena dies due to choking at the beginning of the story, when June is the only person present with her. A few moments before her death, Athena talks to June about her new book - ‘The Last Front’. After Athena dies, June steals her unpublished manuscript and publishes it with her own name.

For the sake of her conscience, June believes that the book wouldn’t have seen the light of the day without her. The book becomes a huge success, turning June into a best selling author overnight. As she is riding the success wave, an accusation of plagiarism comes as a huge obstacle in her way. She overrides it somehow and writes another book with the help of a few scribbled lines from Athena’s notes. She again goes through the same cycle of accusations and is again saved with the help of her agent and publisher.

How long will she enjoy this borrowed success? Will she ever realise her wrongdoings? Read to know!

I’ve rarely read a book where the protagonist is not a good person. It feels a bit disturbing seeing the world from such a perspective, but it also sheds light on how their mind works. This book showcases the ugly side of publishing and what all it takes for a book to become a best seller. It talks about the sheer joy of writing from your heart. It talks about racism. I loved reading Kuang’s prose. It’s fluid, riveting and simply brilliant!

#qotd: A new release you read recently?

#booksmakemewhole #yellowfacebook #rfkuang #newbookalert #yellowbooks #publishingbooks #booklight #bookishjoy #readinglove #readtome"
"qotd:","booksmakemewhole","scifi","christopherpaolini","bookblurb","reviewcopy","panmacmillan","sciencefiction","readingforfun","bookcovers","bookishpic",,"Image","2023-08-27T12:35:27.000Z",,"-1","Science thrillers","FRACTAL NOISE

Genre: Sci-fi

This is the thrilling prequel to the masterful space opera ‘To Sleep in a Sea of Stars’.

Set in the year 2234, on the planet Talos VII, twenty-three years before the events of To Sleep in a Sea of Stars, an anomaly is detected: a vast circular pit, with dimensions so perfect that it could only have been the result of conscious design. So a small team is assembled to learn more – perhaps even who built the hole and why. Their mission will take them on a hazardous trek to the very edge of existence.

For one explorer, this is the opportunity of a lifetime. For another, a risk not worth taking. And for xenobiologist Alex Crichton, it’s a desperate attempt to find meaning in an uncaring universe. But every step they take towards that mysterious abyss is more punishing than the last. Ultimately, no one is prepared for what they will encounter. 
____________________________________________
#qotd: A Genre you don’t prefer reading?

#booksmakemewhole #scifi  #christopherpaolini #bookblurb #reviewcopy #panmacmillan #sciencefiction #readingforfun #bookcovers #bookishpic"
"booksmakemewhole","lightreading","happybooks","bookcollectors","booksiown","booksandsunshine","bookspread","letsreadyall","readingismyhappyplace","readtome",,,"Sidecar","2023-08-22T14:06:45.000Z",,"135","I love The Rosie project!","Some white books from my shelf. A thing that all of them have in common is that they have quite relatable characters and are all breezy light reads that make you feel good about life!

Have you read any of these Books?

#booksmakemewhole #lightreading #happybooks #bookcollectors #booksiown #booksandsunshine #bookspread #letsreadyall #readingismyhappyplace #readtome"
